time_index,maturity_i,maturity_j,covariance
47,20 Yr,6 Mo,0.006804053810063735
47,20 Yr,1 Yr,0.011660543223332915
47,20 Yr,2 Yr,0.017949511241006157
47,20 Yr,3 Yr,0.020322368542725053
47,20 Yr,5 Yr,0.022059906526799414
47,20 Yr,7 Yr,0.022696706736905443
47,20 Yr,10 Yr,0.022221108088301345
47,20 Yr,20 Yr,0.02142416632086927
47,20 Yr,30 Yr,0.02053008613840188
47,30 Yr,1 Mo,0.00445433687968083
47,30 Yr,2 Mo,0.002822579434305956
47,30 Yr,3 Mo,0.00366441738318887
47,30 Yr,4 Mo,0.0040345066017408076
47,30 Yr,6 Mo,0.0060376006207456916
47,30 Yr,1 Yr,0.010216677510292576
47,30 Yr,2 Yr,0.015432282045427216
47,30 Yr,3 Yr,0.01784964264580334
47,30 Yr,5 Yr,0.0199166999017544
47,30 Yr,7 Yr,0.020858747918176886
47,30 Yr,10 Yr,0.020873273221886843
47,30 Yr,20 Yr,0.02053008613840188
47,30 Yr,30 Yr,0.020099882744912034
48,1 Mo,1 Mo,0.06815925491602709
48,1 Mo,2 Mo,0.009966544295123097
48,1 Mo,3 Mo,0.008223596019325381
48,1 Mo,4 Mo,0.007880105235571803
48,1 Mo,6 Mo,0.008550377591128361
48,1 Mo,1 Yr,0.006888173713126174
48,1 Mo,2 Yr,0.003733885709090632
48,1 Mo,3 Yr,0.0013077271097611223
48,1 Mo,5 Yr,0.0010799747120656478
48,1 Mo,7 Yr,0.0016211263672938666
48,1 Mo,10 Yr,0.0028206796425653408
48,1 Mo,20 Yr,0.0035215157395732033
48,1 Mo,30 Yr,0.004345328237666586
48,2 Mo,1 Mo,0.009966544295123095
48,2 Mo,2 Mo,0.012090413166527005
48,2 Mo,3 Mo,0.007904405170934136
48,2 Mo,4 Mo,0.006923374445486773
48,2 Mo,6 Mo,0.006228111569099389
48,2 Mo,1 Yr,0.007751126395006688
48,2 Mo,2 Yr,0.007370394711211335
48,2 Mo,3 Yr,0.005875498764862799
48,2 Mo,5 Yr,0.005009810256628338
48,2 Mo,7 Yr,0.004264591060579396
48,2 Mo,10 Yr,0.0037827823022891114
48,2 Mo,20 Yr,0.0027325188408013545
48,2 Mo,30 Yr,0.002705775264418211
48,3 Mo,1 Mo,0.00822359601932538
48,3 Mo,2 Mo,0.007904405170934135
48,3 Mo,3 Mo,0.007712863943753496
48,3 Mo,4 Mo,0.0059195224700613926
48,3 Mo,6 Mo,0.005980173848779164
48,3 Mo,1 Yr,0.006687406877072538
48,3 Mo,2 Yr,0.006432555966426734
48,3 Mo,3 Yr,0.005238269801974028
48,3 Mo,5 Yr,0.004838356616465598
48,3 Mo,7 Yr,0.004317537821559261
48,3 Mo,10 Yr,0.004056837818285241
48,3 Mo,20 Yr,0.0035931543353297903
48,3 Mo,30 Yr,0.003601269615483653
48,4 Mo,1 Mo,0.007880105235571802
48,4 Mo,2 Mo,0.006923374445486773
48,4 Mo,3 Mo,0.0059195224700613926
48,4 Mo,4 Mo,0.006352860596245056
48,4 Mo,6 Mo,0.006222874239152415
48,4 Mo,1 Yr,0.007577520443971015
48,4 Mo,2 Yr,0.008043722739860789
48,4 Mo,3 Yr,0.0072554409133663
48,4 Mo,5 Yr,0.0065202185719717325
48,4 Mo,7 Yr,0.005899431605517747
48,4 Mo,10 Yr,0.005241634744070901
48,4 Mo,20 Yr,0.0042834439766501805
48,4 Mo,30 Yr,0.003980672410903085
48,6 Mo,1 Mo,0.008550377591128361
48,6 Mo,2 Mo,0.006228111569099389
48,6 Mo,3 Mo,0.005980173848779165
48,6 Mo,4 Mo,0.006222874239152415
48,6 Mo,6 Mo,0.008307683702928722
48,6 Mo,1 Yr,0.010768101585214372
48,6 Mo,2 Yr,0.012977977555979308
48,6 Mo,3 Yr,0.011943681689734684
48,6 Mo,5 Yr,0.010795361073101112
48,6 Mo,7 Yr,0.009766615356689165
48,6 Mo,10 Yr,0.008463587817371212
48,6 Mo,20 Yr,0.006809163452644616
48,6 Mo,30 Yr,0.006037619857477093
48,1 Yr,1 Mo,0.006888173713126174
48,1 Yr,2 Mo,0.007751126395006688
48,1 Yr,3 Mo,0.006687406877072539
48,1 Yr,4 Mo,0.007577520443971016
48,1 Yr,6 Mo,0.010768101585214372
48,1 Yr,1 Yr,0.018926312659590064
48,1 Yr,2 Yr,0.0234141331030439
48,1 Yr,3 Yr,0.021617724542766354
48,1 Yr,5 Yr,0.019554219291019456
48,1 Yr,7 Yr,0.01758278654374553
48,1 Yr,10 Yr,0.015034916093881022
48,1 Yr,20 Yr,0.011684101631597433
48,1 Yr,30 Yr,0.010235152703076442
48,2 Yr,1 Mo,0.0037338857090906327
48,2 Yr,2 Mo,0.007370394711211335
48,2 Yr,3 Mo,0.006432555966426735
48,2 Yr,4 Mo,0.008043722739860789
48,2 Yr,6 Mo,0.012977977555979308
48,2 Yr,1 Yr,0.0234141331030439
48,2 Yr,2 Yr,0.0342740437539497
48,2 Yr,3 Yr,0.03303504115048855
48,2 Yr,5 Yr,0.030289332403528647
48,2 Yr,7 Yr,0.027460119968442807
48,2 Yr,10 Yr,0.023280664555857894
48,2 Yr,20 Yr,0.017959594227684453
48,2 Yr,30 Yr,0.015437007142900232
48,3 Yr,1 Mo,0.0013077271097611234
48,3 Yr,2 Mo,0.005875498764862798
48,3 Yr,3 Mo,0.005238269801974028
48,3 Yr,4 Mo,0.0072554409133663
48,3 Yr,6 Mo,0.011943681689734684
48,3 Yr,1 Yr,0.021617724542766354
48,3 Yr,2 Yr,0.03303504115048855
48,3 Yr,3 Yr,0.033465267443974656
48,3 Yr,5 Yr,0.031452211899076564
48,3 Yr,7 Yr,0.029165995662127322
48,3 Yr,10 Yr,0.025264952523088392
48,3 Yr,20 Yr,0.02030721054423987
48,3 Yr,30 Yr,0.017824980358929023
48,5 Yr,1 Mo,0.0010799747120656495
48,5 Yr,2 Mo,0.005009810256628338
48,5 Yr,3 Mo,0.004838356616465598
48,5 Yr,4 Mo,0.0065202185719717325
48,5 Yr,6 Mo,0.010795361073101112
48,5 Yr,1 Yr,0.019554219291019453
48,5 Yr,2 Yr,0.030289332403528647
48,5 Yr,3 Yr,0.03145221189907657
48,5 Yr,5 Yr,0.030774678562330838
48,5 Yr,7 Yr,0.029216205368414076
48,5 Yr,10 Yr,0.026078610137520893
48,5 Yr,20 Yr,0.02201019967761874
48,5 Yr,30 Yr,0.0198521904172037
48,7 Yr,1 Mo,0.0016211263672938686
48,7 Yr,2 Mo,0.004264591060579396
48,7 Yr,3 Mo,0.004317537821559262
48,7 Yr,4 Mo,0.005899431605517748
48,7 Yr,6 Mo,0.009766615356689167
48,7 Yr,1 Yr,0.017582786543745534
48,7 Yr,2 Yr,0.027460119968442807
48,7 Yr,3 Yr,0.029165995662127325
48,7 Yr,5 Yr,0.02921620536841408
48,7 Yr,7 Yr,0.028390261903386418
48,7 Yr,10 Yr,0.02593159169034432
48,7 Yr,20 Yr,0.022645668344575508
48,7 Yr,30 Yr,0.02079176064117051
48,10 Yr,1 Mo,0.002820679642565341
48,10 Yr,2 Mo,0.003782782302289111
48,10 Yr,3 Mo,0.004056837818285241
48,10 Yr,4 Mo,0.005241634744070901
48,10 Yr,6 Mo,0.008463587817371212
48,10 Yr,1 Yr,0.01503491609388102
48,10 Yr,2 Yr,0.02328066455585789
48,10 Yr,3 Yr,0.025264952523088392
48,10 Yr,5 Yr,0.02607861013752089
48,10 Yr,7 Yr,0.025931591690344317
48,10 Yr,10 Yr,0.02443640519361422
48,10 Yr,20 Yr,0.0221545105545701
48,10 Yr,30 Yr,0.020788865408823555
48,20 Yr,1 Mo,0.0035215157395732037
48,20 Yr,2 Mo,0.0027325188408013545
48,20 Yr,3 Mo,0.0035931543353297907
48,20 Yr,4 Mo,0.004283443976650181
48,20 Yr,6 Mo,0.006809163452644616
48,20 Yr,1 Yr,0.011684101631597433
48,20 Yr,2 Yr,0.017959594227684453
48,20 Yr,3 Yr,0.02030721054423987
48,20 Yr,5 Yr,0.02201019967761874
48,20 Yr,7 Yr,0.022645668344575504
48,20 Yr,10 Yr,0.022154510554570104
48,20 Yr,20 Yr,0.021358801290828067
48,20 Yr,30 Yr,0.0204467052183159
48,30 Yr,1 Mo,0.004345328237666588
48,30 Yr,2 Mo,0.002705775264418211
48,30 Yr,3 Mo,0.003601269615483653
48,30 Yr,4 Mo,0.003980672410903085
48,30 Yr,6 Mo,0.006037619857477093
48,30 Yr,1 Yr,0.010235152703076443
48,30 Yr,2 Yr,0.015437007142900232
48,30 Yr,3 Yr,0.017824980358929026
48,30 Yr,5 Yr,0.019852190417203697
48,30 Yr,7 Yr,0.02079176064117051
48,30 Yr,10 Yr,0.02078886540882356
48,30 Yr,20 Yr,0.0204467052183159
48,30 Yr,30 Yr,0.019995098132904957
49,1 Mo,1 Mo,0.06797643338922774
49,1 Mo,2 Mo,0.00982315137480653
49,1 Mo,3 Mo,0.008181112316828899
49,1 Mo,4 Mo,0.00778524362206727
49,1 Mo,6 Mo,0.00850050851129762
49,1 Mo,1 Yr,0.006851413109402171
49,1 Mo,2 Yr,0.0036516716674862117
49,1 Mo,3 Yr,0.0012052684871189114
49,1 Mo,5 Yr,0.0009485636323643663
49,1 Mo,7 Yr,0.0014833227008474185
49,1 Mo,10 Yr,0.00266902575011384
49,1 Mo,20 Yr,0.003369111316714001
49,1 Mo,30 Yr,0.004170101390937823
49,2 Mo,1 Mo,0.00982315137480653
49,2 Mo,2 Mo,0.011978153161655354
49,2 Mo,3 Mo,0.007871924881980654
49,2 Mo,4 Mo,0.0068480052317972315
49,2 Mo,6 Mo,0.006186999923643834
49,2 Mo,1 Yr,0.007718904915824286
49,2 Mo,2 Yr,0.0073031848879859945
49,2 Mo,3 Yr,0.00579221256700538
49,2 Mo,5 Yr,0.004904161947386939
49,2 Mo,7 Yr,0.004153601265620578
49,2 Mo,10 Yr,0.003661133050924646
49,2 Mo,20 Yr,0.0026101113652332543
49,2 Mo,30 Yr,0.002565832765125133
49,3 Mo,1 Mo,0.008181112316828899
49,3 Mo,2 Mo,0.007871924881980654
49,3 Mo,3 Mo,0.007706396470319629
49,3 Mo,4 Mo,0.005893567623228251
49,3 Mo,6 Mo,0.005960498379844277
49,3 Mo,1 Yr,0.0066651455466754505
49,3 Mo,2 Yr,0.00640241327190606
49,3 Mo,3 Yr,0.005202621637057053
49,3 Mo,5 Yr,0.004797382217808179
49,3 Mo,7 Yr,0.004273751866070231
49,3 Mo,10 Yr,0.0040106581092973735
49,3 Mo,20 Yr,0.0035461138174908927
49,3 Mo,30 Yr,0.0035504046751621255
49,4 Mo,1 Mo,0.00778524362206727
49,4 Mo,2 Mo,0.006848005231797232
49,4 Mo,3 Mo,0.005893567623228251
49,4 Mo,4 Mo,0.006308131895292747
49,4 Mo,6 Mo,0.0062062879091044545
49,4 Mo,1 Yr,0.007574205231255909
49,4 Mo,2 Yr,0.008013743173193158
49,4 Mo,3 Yr,0.007215877122863521
49,4 Mo,5 Yr,0.006464021952157305
49,4 Mo,7 Yr,0.005841441272297684
49,4 Mo,10 Yr,0.005175510496559893
49,4 Mo,20 Yr,0.004217718766288597
49,4 Mo,30 Yr,0.003901406270692692
49,6 Mo,1 Mo,0.008500508511297617
49,6 Mo,2 Mo,0.006186999923643834
49,6 Mo,3 Mo,0.005960498379844277
49,6 Mo,4 Mo,0.0062062879091044545
49,6 Mo,6 Mo,0.00831328866398843
49,6 Mo,1 Yr,0.010790659125606481
49,6 Mo,2 Yr,0.012981768682227647
49,6 Mo,3 Yr,0.011943853296753553
49,6 Mo,5 Yr,0.01078430595326331
49,6 Mo,7 Yr,0.00975696612017501
49,6 Mo,10 Yr,0.008448201705339473
49,6 Mo,20 Yr,0.006795202936834166
49,6 Mo,30 Yr,0.00601392106928223
49,1 Yr,1 Mo,0.00685141310940217
49,1 Yr,2 Mo,0.007718904915824286
49,1 Yr,3 Mo,0.0066651455466754505
49,1 Yr,4 Mo,0.007574205231255908
49,1 Yr,6 Mo,0.010790659125606481
49,1 Yr,1 Yr,0.01897419891023782
49,1 Yr,2 Yr,0.023442077251405926
49,1 Yr,3 Yr,0.02164482580800858
49,1 Yr,5 Yr,0.019569851188739208
49,1 Yr,7 Yr,0.017602476152724075
49,1 Yr,10 Yr,0.015048497685249053
49,1 Yr,20 Yr,0.011700298029862366
49,1 Yr,30 Yr,0.010240800751444946
49,2 Yr,1 Mo,0.003651671667486211
49,2 Yr,2 Mo,0.0073031848879859945
49,2 Yr,3 Mo,0.006402413271906059
49,2 Yr,4 Mo,0.008013743173193158
49,2 Yr,6 Mo,0.012981768682227645
49,2 Yr,1 Yr,0.023442077251405926
49,2 Yr,2 Yr,0.03427285616745449
49,2 Yr,3 Yr,0.0330273466510336
49,2 Yr,5 Yr,0.03026407403421652
49,2 Yr,7 Yr,0.027436285805355367
49,2 Yr,10 Yr,0.02324792831881278
49,2 Yr,20 Yr,0.017928745711708938
49,2 Yr,30 Yr,0.015391100723677796
49,3 Yr,1 Mo,0.0012052684871189112
49,3 Yr,2 Mo,0.00579221256700538
49,3 Yr,3 Mo,0.005202621637057053
49,3 Yr,4 Mo,0.0072158771228635205
49,3 Yr,6 Mo,0.011943853296753551
49,3 Yr,1 Yr,0.02164482580800858
49,3 Yr,2 Yr,0.0330273466510336
49,3 Yr,3 Yr,0.033449012740822515
49,3 Yr,5 Yr,0.03141485751687288
49,3 Yr,7 Yr,0.029129669601201724
49,3 Yr,10 Yr,0.02521799665390496
49,3 Yr,20 Yr,0.02026222078196863
49,3 Yr,30 Yr,0.017762057494880253
49,5 Yr,1 Mo,0.0009485636323643661
49,5 Yr,2 Mo,0.004904161947386939
49,5 Yr,3 Mo,0.004797382217808178
49,5 Yr,4 Mo,0.006464021952157305
49,5 Yr,6 Mo,0.01078430595326331
49,5 Yr,1 Yr,0.019569851188739208
49,5 Yr,2 Yr,0.03026407403421652
49,5 Yr,3 Yr,0.03141485751687288
49,5 Yr,5 Yr,0.03071221649692403
49,5 Yr,7 Yr,0.029153213356065386
49,5 Yr,10 Yr,0.0260031344558756
49,5 Yr,20 Yr,0.021936288669331484
49,5 Yr,30 Yr,0.019757340916707312
49,7 Yr,1 Mo,0.0014833227008474185
49,7 Yr,2 Mo,0.004153601265620578
49,7 Yr,3 Mo,0.00427375186607023
49,7 Yr,4 Mo,0.005841441272297683
49,7 Yr,6 Mo,0.00975696612017501
49,7 Yr,1 Yr,0.017602476152724075
49,7 Yr,2 Yr,0.027436285805355367
49,7 Yr,3 Yr,0.029129669601201728
49,7 Yr,5 Yr,0.029153213356065386
49,7 Yr,7 Yr,0.028327032876337026
49,7 Yr,10 Yr,0.025855073496136454
49,7 Yr,20 Yr,0.022570955911669664
49,7 Yr,30 Yr,0.020694735676140795
49,10 Yr,1 Mo,0.0026690257501138406
49,10 Yr,2 Mo,0.003661133050924646
49,10 Yr,3 Mo,0.0040106581092973735
49,10 Yr,4 Mo,0.005175510496559893
49,10 Yr,6 Mo,0.008448201705339473
49,10 Yr,1 Yr,0.015048497685249055
49,10 Yr,2 Yr,0.02324792831881278
49,10 Yr,3 Yr,0.025217996653904964
49,10 Yr,5 Yr,0.0260031344558756
49,10 Yr,7 Yr,0.025855073496136454
49,10 Yr,10 Yr,0.02434574833700486
49,10 Yr,20 Yr,0.022065436335568317
49,10 Yr,30 Yr,0.02067610792731437
49,20 Yr,1 Mo,0.003369111316714001
49,20 Yr,2 Mo,0.0026101113652332543
49,20 Yr,3 Mo,0.0035461138174908923
49,20 Yr,4 Mo,0.0042177187662885965
49,20 Yr,6 Mo,0.006795202936834166
49,20 Yr,1 Yr,0.011700298029862366
49,20 Yr,2 Yr,0.017928745711708934
49,20 Yr,3 Yr,0.02026222078196863
49,20 Yr,5 Yr,0.021936288669331484
49,20 Yr,7 Yr,0.022570955911669664
49,20 Yr,10 Yr,0.022065436335568317
49,20 Yr,20 Yr,0.021271445005648613
49,20 Yr,30 Yr,0.020335273813629293
49,30 Yr,1 Mo,0.004170101390937823
49,30 Yr,2 Mo,0.0025658327651251326
49,30 Yr,3 Mo,0.0035504046751621255
49,30 Yr,4 Mo,0.0039014062706926923
49,30 Yr,6 Mo,0.00601392106928223
49,30 Yr,1 Yr,0.010240800751444947
49,30 Yr,2 Yr,0.015391100723677794
49,30 Yr,3 Yr,0.017762057494880253
49,30 Yr,5 Yr,0.019757340916707312
49,30 Yr,7 Yr,0.020694735676140795
49,30 Yr,10 Yr,0.020676107927314367
49,30 Yr,20 Yr,0.020335273813629297
49,30 Yr,30 Yr,0.019857385047222842
50,1 Mo,1 Mo,0.06774537869178482
50,1 Mo,2 Mo,0.00966461924566344
50,1 Mo,3 Mo,0.008039429832581801
50,1 Mo,4 Mo,0.007676895715845522
50,1 Mo,6 Mo,0.00843552475647137
50,1 Mo,1 Yr,0.006816987703323603
50,1 Mo,2 Yr,0.0035730891929891444
50,1 Mo,3 Yr,0.0011341025621216796
50,1 Mo,5 Yr,0.0008578332646010168
50,1 Mo,7 Yr,0.001403510706872427
50,1 Mo,10 Yr,0.00259443174298186
50,1 Mo,20 Yr,0.0032847963217097135
50,1 Mo,30 Yr,0.004071932605125894
50,2 Mo,1 Mo,0.00966461924566344
50,2 Mo,2 Mo,0.011885517320766786
50,2 Mo,3 Mo,0.007770647560367976
50,2 Mo,4 Mo,0.006783648971547646
50,2 Mo,6 Mo,0.00615965652431105
50,2 Mo,1 Yr,0.0077134079650071005
50,2 Mo,2 Yr,0.007260683719781804
50,2 Mo,3 Yr,0.005751535773957352
50,2 Mo,5 Yr,0.004847773967515677
50,2 Mo,7 Yr,0.004107153265780952
50,2 Mo,10 Yr,0.003614215199250257
50,2 Mo,20 Yr,0.0025556416263417493
50,2 Mo,30 Yr,0.0025016939973961693
50,3 Mo,1 Mo,0.008039429832581801
50,3 Mo,2 Mo,0.007770647560367976
50,3 Mo,3 Mo,0.007620541235350215
50,3 Mo,4 Mo,0.0058246134325327485
50,3 Mo,6 Mo,0.00591630599629071
50,3 Mo,1 Yr,0.006639469888169043
50,3 Mo,2 Yr,0.006351350344658937
50,3 Mo,3 Yr,0.005156928953377452
50,3 Mo,5 Yr,0.004740268978426914
50,3 Mo,7 Yr,0.004222716842430291
50,3 Mo,10 Yr,0.003963843136647261
50,3 Mo,20 Yr,0.003493560183166875
50,3 Mo,30 Yr,0.0034893971332132356
50,4 Mo,1 Mo,0.007676895715845521
50,4 Mo,2 Mo,0.006783648971547645
50,4 Mo,3 Mo,0.005824613432532748
50,4 Mo,4 Mo,0.006263501545426323
50,4 Mo,6 Mo,0.006186483753045143
50,4 Mo,1 Yr,0.007569274955805162
50,4 Mo,2 Yr,0.007983956826881178
50,4 Mo,3 Yr,0.00718754898829118
50,4 Mo,5 Yr,0.00642510420583279
50,4 Mo,7 Yr,0.005809158409818061
50,4 Mo,10 Yr,0.005143168743263136
50,4 Mo,20 Yr,0.004180272829693234
50,4 Mo,30 Yr,0.0038573626832757854
50,6 Mo,1 Mo,0.00843552475647137
50,6 Mo,2 Mo,0.00615965652431105
50,6 Mo,3 Mo,0.00591630599629071
50,6 Mo,4 Mo,0.006186483753045142
50,6 Mo,6 Mo,0.008313438162678611
50,6 Mo,1 Yr,0.010800343073814195
50,6 Mo,2 Yr,0.012971866555212824
50,6 Mo,3 Yr,0.011932548898440556
50,6 Mo,5 Yr,0.010765054648465402
50,6 Mo,7 Yr,0.00974340214221182
50,6 Mo,10 Yr,0.008431777486489458
50,6 Mo,20 Yr,0.006775102126035922
50,6 Mo,30 Yr,0.00598974906871783
50,1 Yr,1 Mo,0.006816987703323604
50,1 Yr,2 Mo,0.0077134079650071005
50,1 Yr,3 Mo,0.006639469888169043
50,1 Yr,4 Mo,0.007569274955805162
50,1 Yr,6 Mo,0.010800343073814197
50,1 Yr,1 Yr,0.018989423735928584
50,1 Yr,2 Yr,0.02344319042832872
50,1 Yr,3 Yr,0.021643377890444116
50,1 Yr,5 Yr,0.019562919180353567
50,1 Yr,7 Yr,0.017599920929165784
50,1 Yr,10 Yr,0.015042171338838476
50,1 Yr,20 Yr,0.011691532666010673
50,1 Yr,30 Yr,0.01022978752475824
50,2 Yr,1 Mo,0.003573089192989146
50,2 Yr,2 Mo,0.007260683719781805
50,2 Yr,3 Mo,0.006351350344658938
50,2 Yr,4 Mo,0.007983956826881178
50,2 Yr,6 Mo,0.012971866555212826
50,2 Yr,1 Yr,0.02344319042832872
50,2 Yr,2 Yr,0.03425420645157663
50,2 Yr,3 Yr,0.033008909973872874
50,2 Yr,5 Yr,0.03023736507279233
50,2 Yr,7 Yr,0.027415022519490028
50,2 Yr,10 Yr,0.023225574454011796
50,2 Yr,20 Yr,0.017902461667073537
50,2 Yr,30 Yr,0.015359989208988149
50,3 Yr,1 Mo,0.0011341025621216794
50,3 Yr,2 Mo,0.005751535773957352
50,3 Yr,3 Mo,0.005156928953377452
50,3 Yr,4 Mo,0.007187548988291179
50,3 Yr,6 Mo,0.011932548898440554
50,3 Yr,1 Yr,0.021643377890444116
50,3 Yr,2 Yr,0.03300890997387287
50,3 Yr,3 Yr,0.03343121137080774
50,3 Yr,5 Yr,0.03138987460191332
50,3 Yr,7 Yr,0.029109286567821243
50,3 Yr,10 Yr,0.02519717482736272
50,3 Yr,20 Yr,0.02023795924234566
50,3 Yr,30 Yr,0.017733446270589606
50,5 Yr,1 Mo,0.0008578332646010169
50,5 Yr,2 Mo,0.004847773967515676
50,5 Yr,3 Mo,0.004740268978426914
50,5 Yr,4 Mo,0.00642510420583279
50,5 Yr,6 Mo,0.0107650546484654
50,5 Yr,1 Yr,0.019562919180353567
50,5 Yr,2 Yr,0.030237365072792326
50,5 Yr,3 Yr,0.03138987460191332
50,5 Yr,5 Yr,0.030678719711539282
50,5 Yr,7 Yr,0.02912489384324736
50,5 Yr,10 Yr,0.025975392113628724
50,5 Yr,20 Yr,0.021904408538660172
50,5 Yr,30 Yr,0.019719961232248538
50,7 Yr,1 Mo,0.0014035107068724275
50,7 Yr,2 Mo,0.004107153265780952
50,7 Yr,3 Mo,0.004222716842430291
50,7 Yr,4 Mo,0.005809158409818061
50,7 Yr,6 Mo,0.00974340214221182
50,7 Yr,1 Yr,0.01759992092916578
50,7 Yr,2 Yr,0.027415022519490025
50,7 Yr,3 Yr,0.029109286567821243
50,7 Yr,5 Yr,0.02912489384324736
50,7 Yr,7 Yr,0.028303746251270048
50,7 Yr,10 Yr,0.025831502910273266
50,7 Yr,20 Yr,0.02254357304887623
50,7 Yr,30 Yr,0.02066248308661937
50,10 Yr,1 Mo,0.0025944317429818604
50,10 Yr,2 Mo,0.0036142151992502574
50,10 Yr,3 Mo,0.003963843136647261
50,10 Yr,4 Mo,0.005143168743263136
50,10 Yr,6 Mo,0.008431777486489458
50,10 Yr,1 Yr,0.015042171338838476
50,10 Yr,2 Yr,0.02322557445401179
50,10 Yr,3 Yr,0.02519717482736272
50,10 Yr,5 Yr,0.025975392113628724
50,10 Yr,7 Yr,0.025831502910273266
50,10 Yr,10 Yr,0.024322792433009194
50,10 Yr,20 Yr,0.022039109073829128
50,10 Yr,30 Yr,0.020645264867499572
50,20 Yr,1 Mo,0.0032847963217097144
50,20 Yr,2 Mo,0.0025556416263417497
50,20 Yr,3 Mo,0.0034935601831668755
50,20 Yr,4 Mo,0.004180272829693235
50,20 Yr,6 Mo,0.006775102126035922
50,20 Yr,1 Yr,0.011691532666010673
50,20 Yr,2 Yr,0.017902461667073537
50,20 Yr,3 Yr,0.020237959242345664
50,20 Yr,5 Yr,0.021904408538660172
50,20 Yr,7 Yr,0.02254357304887623
50,20 Yr,10 Yr,0.022039109073829128
50,20 Yr,20 Yr,0.021241385619854607
50,20 Yr,30 Yr,0.020300124713366088
50,30 Yr,1 Mo,0.004071932605125893
50,30 Yr,2 Mo,0.0025016939973961693
50,30 Yr,3 Mo,0.0034893971332132356
50,30 Yr,4 Mo,0.003857362683275786
50,30 Yr,6 Mo,0.00598974906871783
50,30 Yr,1 Yr,0.010229787524758237
50,30 Yr,2 Yr,0.015359989208988147
50,30 Yr,3 Yr,0.01773344627058961
50,30 Yr,5 Yr,0.019719961232248538
50,30 Yr,7 Yr,0.02066248308661937
50,30 Yr,10 Yr,0.020645264867499576
50,30 Yr,20 Yr,0.020300124713366088
50,30 Yr,30 Yr,0.019816317233006323
51,1 Mo,1 Mo,0.06750269409827225
51,1 Mo,2 Mo,0.009521868873847431
51,1 Mo,3 Mo,0.007887870120803223
51,1 Mo,4 Mo,0.007588360277118237
51,1 Mo,6 Mo,0.00838034706842621
51,1 Mo,1 Yr,0.006799847783826594
51,1 Mo,2 Yr,0.0035403289954196184
51,1 Mo,3 Yr,0.0011351046528601477
51,1 Mo,5 Yr,0.0008582593428871581
51,1 Mo,7 Yr,0.0014241620052228006
51,1 Mo,10 Yr,0.002618555678733249
51,1 Mo,20 Yr,0.003290093470510234
51,1 Mo,30 Yr,0.004045433268293156
51,2 Mo,1 Mo,0.009521868873847431
51,2 Mo,2 Mo,0.01180966875558509
51,2 Mo,3 Mo,0.007678487298047958
51,2 Mo,4 Mo,0.006736480319430795
51,2 Mo,6 Mo,0.006139082678862489
51,2 Mo,1 Yr,0.007716246771701723
51,2 Mo,2 Yr,0.007244356459076653
51,2 Mo,3 Yr,0.005751463299758886
51,2 Mo,5 Yr,0.0048422590492016955
51,2 Mo,7 Yr,0.004115302190571155
51,2 Mo,10 Yr,0.0036201650803184176
51,2 Mo,20 Yr,0.00254806872917143
51,2 Mo,30 Yr,0.0024733397340667984
51,3 Mo,1 Mo,0.007887870120803223
51,3 Mo,2 Mo,0.007678487298047957
51,3 Mo,3 Mo,0.007527006681801801
51,3 Mo,4 Mo,0.0057675014733961924
51,3 Mo,6 Mo,0.005877440504797708
51,3 Mo,1 Yr,0.006623974446594415
51,3 Mo,2 Yr,0.0063297999321052295
51,3 Mo,3 Yr,0.005157800227957146
51,3 Mo,5 Yr,0.004742673079137236
51,3 Mo,7 Yr,0.004237096575166487
51,3 Mo,10 Yr,0.0039819645051653455
51,3 Mo,20 Yr,0.0035008319815348276
51,3 Mo,30 Yr,0.0034775822738284594
51,4 Mo,1 Mo,0.007588360277118236
51,4 Mo,2 Mo,0.006736480319430794
51,4 Mo,3 Mo,0.005767501473396191
51,4 Mo,4 Mo,0.006234170518973234
51,4 Mo,6 Mo,0.006173538494708385
51,4 Mo,1 Yr,0.0075708343199185095
51,4 Mo,2 Yr,0.007973784624277521
51,4 Mo,3 Yr,0.007187514351199175
51,4 Mo,5 Yr,0.006421773612872264
51,4 Mo,7 Yr,0.005814274760880015
51,4 Mo,10 Yr,0.00514698730474882
51,4 Mo,20 Yr,0.004175742554748276
51,4 Mo,30 Yr,0.0038399759413138964
51,6 Mo,1 Mo,0.00838034706842621
51,6 Mo,2 Mo,0.006139082678862489
51,6 Mo,3 Mo,0.005877440504797707
51,6 Mo,4 Mo,0.0061735384947083855
51,6 Mo,6 Mo,0.008318282758576536
51,6 Mo,1 Yr,0.010815355669946255
51,6 Mo,2 Yr,0.01296872478169662
51,6 Mo,3 Yr,0.011931808016599326
51,6 Mo,5 Yr,0.010756713610318784
51,6 Mo,7 Yr,0.009742245741295537
51,6 Mo,10 Yr,0.008425202885609362
51,6 Mo,20 Yr,0.006760663442714014
51,6 Mo,30 Yr,0.005965039494741109
51,1 Yr,1 Mo,0.006799847783826595
51,1 Yr,2 Mo,0.007716246771701722
51,1 Yr,3 Mo,0.006623974446594414
51,1 Yr,4 Mo,0.0075708343199185095
51,1 Yr,6 Mo,0.010815355669946255
51,1 Yr,1 Yr,0.019008775174912437
51,1 Yr,2 Yr,0.0234455597379787
51,1 Yr,3 Yr,0.021642395293779502
51,1 Yr,5 Yr,0.019553774030387903
51,1 Yr,7 Yr,0.017595016352378354
