time_index,maturity_i,maturity_j,covariance
148,1 Yr,4 Mo,0.002774823526625098
148,1 Yr,6 Mo,0.00421147721329101
148,1 Yr,1 Yr,0.008623454428299523
148,1 Yr,2 Yr,0.011717053496377992
148,1 Yr,3 Yr,0.011834143247092544
148,1 Yr,5 Yr,0.011074589901587066
148,1 Yr,7 Yr,0.010278718024739272
148,1 Yr,10 Yr,0.008994811874294822
148,1 Yr,20 Yr,0.007724879186191637
148,1 Yr,30 Yr,0.006878337717235368
148,2 Yr,1 Mo,0.0008826462444309006
148,2 Yr,2 Mo,0.0033008149316352967
148,2 Yr,3 Mo,0.002861540002715174
148,2 Yr,4 Mo,0.003377249285656831
148,2 Yr,6 Mo,0.00531414102681814
148,2 Yr,1 Yr,0.011717053496377992
148,2 Yr,2 Yr,0.01793175170256088
148,2 Yr,3 Yr,0.018389771798426612
148,2 Yr,5 Yr,0.017739288203143605
148,2 Yr,7 Yr,0.016585892447665566
148,2 Yr,10 Yr,0.014689532634308985
148,2 Yr,20 Yr,0.012616774713583283
148,2 Yr,30 Yr,0.011386747464704843
148,3 Yr,1 Mo,0.0014616662710115786
148,3 Yr,2 Mo,0.003284444914983401
148,3 Yr,3 Mo,0.002876562433597239
148,3 Yr,4 Mo,0.003505483263326527
148,3 Yr,6 Mo,0.005384377707059543
148,3 Yr,1 Yr,0.011834143247092544
148,3 Yr,2 Yr,0.01838977179842661
148,3 Yr,3 Yr,0.019963987476147704
148,3 Yr,5 Yr,0.019915702960013472
148,3 Yr,7 Yr,0.01916287924504438
148,3 Yr,10 Yr,0.017539926539835528
148,3 Yr,20 Yr,0.015618055141098364
148,3 Yr,30 Yr,0.014474678421400829
148,5 Yr,1 Mo,0.0015069878903148115
148,5 Yr,2 Mo,0.0029197380324911737
148,5 Yr,3 Mo,0.002822796282859208
148,5 Yr,4 Mo,0.0032301084036946474
148,5 Yr,6 Mo,0.0049914055238897016
148,5 Yr,1 Yr,0.011074589901587066
148,5 Yr,2 Yr,0.0177392882031436
148,5 Yr,3 Yr,0.01991570296001347
148,5 Yr,5 Yr,0.021026544139063276
148,5 Yr,7 Yr,0.020807984218572412
148,5 Yr,10 Yr,0.019709820058011893
148,5 Yr,20 Yr,0.018270809034022225
148,5 Yr,30 Yr,0.0173542964188896
148,7 Yr,1 Mo,0.0018742050133584611
148,7 Yr,2 Mo,0.002692216396754266
148,7 Yr,3 Mo,0.0027147024221972483
148,7 Yr,4 Mo,0.0030576696554990915
148,7 Yr,6 Mo,0.004655224778926704
148,7 Yr,1 Yr,0.010278718024739272
148,7 Yr,2 Yr,0.016585892447665566
148,7 Yr,3 Yr,0.01916287924504438
148,7 Yr,5 Yr,0.020807984218572412
148,7 Yr,7 Yr,0.02112896005893061
148,7 Yr,10 Yr,0.020461090612988706
148,7 Yr,20 Yr,0.01946355270744169
148,7 Yr,30 Yr,0.01873395938196394
148,10 Yr,1 Mo,0.002207299828803769
148,10 Yr,2 Mo,0.002333537725468815
148,10 Yr,3 Mo,0.0025236412241780087
148,10 Yr,4 Mo,0.002718009019319745
148,10 Yr,6 Mo,0.00407930697974895
148,10 Yr,1 Yr,0.008994811874294822
148,10 Yr,2 Yr,0.014689532634308985
148,10 Yr,3 Yr,0.017539926539835528
148,10 Yr,5 Yr,0.019709820058011893
148,10 Yr,7 Yr,0.02046109061298871
148,10 Yr,10 Yr,0.020386875926553027
148,10 Yr,20 Yr,0.019903880878778948
148,10 Yr,30 Yr,0.019439398910769196
148,20 Yr,1 Mo,0.0023337627014109936
148,20 Yr,2 Mo,0.0019431326360456473
148,20 Yr,3 Mo,0.002393530677924747
148,20 Yr,4 Mo,0.0023560551490563247
148,20 Yr,6 Mo,0.0035149972139894704
148,20 Yr,1 Yr,0.007724879186191636
148,20 Yr,2 Yr,0.012616774713583283
148,20 Yr,3 Yr,0.015618055141098364
148,20 Yr,5 Yr,0.01827080903402223
148,20 Yr,7 Yr,0.01946355270744169
148,20 Yr,10 Yr,0.019903880878778948
148,20 Yr,20 Yr,0.02015831059240026
148,20 Yr,30 Yr,0.019901247575102966
148,30 Yr,1 Mo,0.0022960470952141155
148,30 Yr,2 Mo,0.0015937478254569035
148,30 Yr,3 Mo,0.002187269197581345
148,30 Yr,4 Mo,0.0020483661163677534
148,30 Yr,6 Mo,0.0030931445680810786
148,30 Yr,1 Yr,0.006878337717235368
148,30 Yr,2 Yr,0.011386747464704843
148,30 Yr,3 Yr,0.014474678421400829
148,30 Yr,5 Yr,0.017354296418889605
148,30 Yr,7 Yr,0.01873395938196394
148,30 Yr,10 Yr,0.0194393989107692
148,30 Yr,20 Yr,0.01990124757510297
148,30 Yr,30 Yr,0.01992044688662239
149,1 Mo,1 Mo,0.005287307345463944
149,1 Mo,2 Mo,0.0017672166434032984
149,1 Mo,3 Mo,0.0003983304415316643
149,1 Mo,4 Mo,0.0011268395374498907
149,1 Mo,6 Mo,0.0007843166248734835
149,1 Mo,1 Yr,0.0006987857903083046
149,1 Mo,2 Yr,0.0005319978448953698
149,1 Mo,3 Yr,0.001065391310909336
149,1 Mo,5 Yr,0.001230484023263691
149,1 Mo,7 Yr,0.0015637490225478682
149,1 Mo,10 Yr,0.0019274180407307553
149,1 Mo,20 Yr,0.002079342565647482
149,1 Mo,30 Yr,0.002083664140868394
149,2 Mo,1 Mo,0.0017672166434032986
149,2 Mo,2 Mo,0.0023381893682389117
149,2 Mo,3 Mo,0.001236347647687073
149,2 Mo,4 Mo,0.0015125822840328404
149,2 Mo,6 Mo,0.0016646712580683522
149,2 Mo,1 Yr,0.002504407535856704
149,2 Mo,2 Yr,0.003216690120724441
149,2 Mo,3 Yr,0.0031893990833328297
149,2 Mo,5 Yr,0.0028534130738381994
149,2 Mo,7 Yr,0.002617709572145878
149,2 Mo,10 Yr,0.0022663769904531293
149,2 Mo,20 Yr,0.0018822523365062832
149,2 Mo,30 Yr,0.0015427399019568172
149,3 Mo,1 Mo,0.0003983304415316644
149,3 Mo,2 Mo,0.0012363476476870733
149,3 Mo,3 Mo,0.0015794726144563883
149,3 Mo,4 Mo,0.0011128048837223436
149,3 Mo,6 Mo,0.001588986524652101
149,3 Mo,1 Yr,0.0021545041011045716
149,3 Mo,2 Yr,0.0027662021072690367
149,3 Mo,3 Yr,0.002768732728267953
149,3 Mo,5 Yr,0.002747577760383778
149,3 Mo,7 Yr,0.002630376509995924
149,3 Mo,10 Yr,0.0024475907596114375
149,3 Mo,20 Yr,0.002323817143222947
149,3 Mo,30 Yr,0.0021297106883168284
149,4 Mo,1 Mo,0.0011268395374498907
149,4 Mo,2 Mo,0.0015125822840328404
149,4 Mo,3 Mo,0.0011128048837223436
149,4 Mo,4 Mo,0.0018739657616934399
149,4 Mo,6 Mo,0.0017336382044471894
149,4 Mo,1 Yr,0.0025632469530613607
149,4 Mo,2 Yr,0.0032068011817392304
149,4 Mo,3 Yr,0.00331267179978303
149,4 Mo,5 Yr,0.0030956164788363623
149,4 Mo,7 Yr,0.002906938417133677
149,4 Mo,10 Yr,0.0025820598606720825
149,4 Mo,20 Yr,0.0022312311888553517
149,4 Mo,30 Yr,0.0019455261372501923
149,6 Mo,1 Mo,0.0007843166248734836
149,6 Mo,2 Mo,0.0016646712580683522
149,6 Mo,3 Mo,0.001588986524652101
149,6 Mo,4 Mo,0.0017336382044471897
149,6 Mo,6 Mo,0.002743925254129084
149,6 Mo,1 Yr,0.004018056889226516
149,6 Mo,2 Yr,0.0051581344157034395
149,6 Mo,3 Yr,0.005207916001240077
149,6 Mo,5 Yr,0.004868314863082866
149,6 Mo,7 Yr,0.004517251361414864
149,6 Mo,10 Yr,0.003954869044567509
149,6 Mo,20 Yr,0.003400833376582354
149,6 Mo,30 Yr,0.0029989887679061347
149,1 Yr,1 Mo,0.0006987857903083046
149,1 Yr,2 Mo,0.002504407535856704
149,1 Yr,3 Mo,0.0021545041011045716
149,1 Yr,4 Mo,0.0025632469530613607
149,1 Yr,6 Mo,0.004018056889226516
149,1 Yr,1 Yr,0.00837463322500052
149,1 Yr,2 Yr,0.011522484506141174
149,1 Yr,3 Yr,0.011613617849372912
149,1 Yr,5 Yr,0.0109208680659457
149,1 Yr,7 Yr,0.01010707286147951
149,1 Yr,10 Yr,0.008839855342351802
149,1 Yr,20 Yr,0.007579717738067384
149,1 Yr,30 Yr,0.006761868285852701
149,2 Yr,1 Mo,0.0005319978448953697
149,2 Yr,2 Mo,0.003216690120724441
149,2 Yr,3 Mo,0.0027662021072690367
149,2 Yr,4 Mo,0.003206801181739231
149,2 Yr,6 Mo,0.0051581344157034395
149,2 Yr,1 Yr,0.011522484506141175
149,2 Yr,2 Yr,0.01778657956251344
149,2 Yr,3 Yr,0.018224710024083553
149,2 Yr,5 Yr,0.017624352034503077
149,2 Yr,7 Yr,0.016458333141210667
149,2 Yr,10 Yr,0.014574198777828423
149,2 Yr,20 Yr,0.012505202571685768
149,2 Yr,30 Yr,0.0113009752524781
149,3 Yr,1 Mo,0.0010653913109093358
149,3 Yr,2 Mo,0.0031893990833328292
149,3 Yr,3 Mo,0.002768732728267953
149,3 Yr,4 Mo,0.00331267179978303
149,3 Yr,6 Mo,0.005207916001240077
149,3 Yr,1 Yr,0.011613617849372912
149,3 Yr,2 Yr,0.01822471002408355
149,3 Yr,3 Yr,0.0197763521505386
149,3 Yr,5 Yr,0.019785038644522013
149,3 Yr,7 Yr,0.01901780339342399
149,3 Yr,10 Yr,0.017408768900251278
149,3 Yr,20 Yr,0.015491453357943016
149,3 Yr,30 Yr,0.01437706612334062
149,5 Yr,1 Mo,0.0012304840232636907
149,5 Yr,2 Mo,0.0028534130738381994
149,5 Yr,3 Mo,0.002747577760383778
149,5 Yr,4 Mo,0.0030956164788363623
149,5 Yr,6 Mo,0.004868314863082866
149,5 Yr,1 Yr,0.0109208680659457
149,5 Yr,2 Yr,0.017624352034503077
149,5 Yr,3 Yr,0.019785038644522013
149,5 Yr,5 Yr,0.02093555522107912
149,5 Yr,7 Yr,0.020706974112172927
149,5 Yr,10 Yr,0.01961849732094484
149,5 Yr,20 Yr,0.01818259297549033
149,5 Yr,30 Yr,0.017286347701887413
149,7 Yr,1 Mo,0.0015637490225478682
149,7 Yr,2 Mo,0.002617709572145878
149,7 Yr,3 Mo,0.002630376509995924
149,7 Yr,4 Mo,0.002906938417133677
149,7 Yr,6 Mo,0.004517251361414864
149,7 Yr,1 Yr,0.010107072861479511
149,7 Yr,2 Yr,0.016458333141210667
149,7 Yr,3 Yr,0.01901780339342399
149,7 Yr,5 Yr,0.020706974112172927
149,7 Yr,7 Yr,0.021016915646668837
149,7 Yr,10 Yr,0.02035977110637467
149,7 Yr,20 Yr,0.019365267299834864
149,7 Yr,30 Yr,0.018658679655837805
149,10 Yr,1 Mo,0.0019274180407307553
149,10 Yr,2 Mo,0.0022663769904531293
149,10 Yr,3 Mo,0.0024475907596114375
149,10 Yr,4 Mo,0.0025820598606720825
149,10 Yr,6 Mo,0.003954869044567508
149,10 Yr,1 Yr,0.008839855342351802
149,10 Yr,2 Yr,0.014574198777828423
149,10 Yr,3 Yr,0.01740876890025128
149,10 Yr,5 Yr,0.01961849732094484
149,10 Yr,7 Yr,0.02035977110637467
149,10 Yr,10 Yr,0.020295259474354243
149,10 Yr,20 Yr,0.01981510235736541
149,10 Yr,30 Yr,0.019371303992351728
149,20 Yr,1 Mo,0.002079342565647482
149,20 Yr,2 Mo,0.001882252336506283
149,20 Yr,3 Mo,0.0023238171432229467
149,20 Yr,4 Mo,0.0022312311888553512
149,20 Yr,6 Mo,0.0034008333765823536
149,20 Yr,1 Yr,0.007579717738067384
149,20 Yr,2 Yr,0.012505202571685768
149,20 Yr,3 Yr,0.015491453357943016
149,20 Yr,5 Yr,0.01818259297549033
149,20 Yr,7 Yr,0.019365267299834864
149,20 Yr,10 Yr,0.019815102357365406
149,20 Yr,20 Yr,0.02007416288946754
149,20 Yr,30 Yr,0.019834773882303113
149,30 Yr,1 Mo,0.002083664140868394
149,30 Yr,2 Mo,0.0015427399019568172
149,30 Yr,3 Mo,0.0021297106883168284
149,30 Yr,4 Mo,0.0019455261372501918
149,30 Yr,6 Mo,0.0029989887679061343
149,30 Yr,1 Yr,0.006761868285852702
149,30 Yr,2 Yr,0.0113009752524781
149,30 Yr,3 Yr,0.014377066123340622
149,30 Yr,5 Yr,0.017286347701887417
149,30 Yr,7 Yr,0.018658679655837805
149,30 Yr,10 Yr,0.019371303992351728
149,30 Yr,20 Yr,0.019834773882303113
149,30 Yr,30 Yr,0.01986996127156924
150,1 Mo,1 Mo,0.0039026206158747734
150,1 Mo,2 Mo,0.0010640044471189219
150,1 Mo,3 Mo,0.0001265578280679707
150,1 Mo,4 Mo,0.0006123501585490834
150,1 Mo,6 Mo,0.0002858563845987843
150,1 Mo,1 Yr,-0.00011222744799134328
150,1 Mo,2 Yr,-0.0003359258953480167
150,1 Mo,3 Yr,0.0001839541703125114
150,1 Mo,5 Yr,0.000544805278653281
150,1 Mo,7 Yr,0.000946615919556693
150,1 Mo,10 Yr,0.001348981478703766
150,1 Mo,20 Yr,0.0016220069100403053
150,1 Mo,30 Yr,0.0017243531369184996
150,2 Mo,1 Mo,0.0010640044471189219
150,2 Mo,2 Mo,0.0019810661727950444
150,2 Mo,3 Mo,0.0010983075805357915
150,2 Mo,4 Mo,0.0012513776420554792
150,2 Mo,6 Mo,0.0014114909215815553
150,2 Mo,1 Yr,0.0020923442640630383
150,2 Mo,2 Yr,0.0027756015311321065
150,2 Mo,3 Yr,0.0027413629524108323
150,2 Mo,5 Yr,0.0025047811590502163
150,2 Mo,7 Yr,0.002303853261065729
150,2 Mo,10 Yr,0.00197219806668631
150,2 Mo,20 Yr,0.0016496208421625071
150,2 Mo,30 Yr,0.001359848273055738
150,3 Mo,1 Mo,0.0001265578280679707
150,3 Mo,2 Mo,0.0010983075805357915
150,3 Mo,3 Mo,0.001526292015350899
150,3 Mo,4 Mo,0.0010112139246302508
150,3 Mo,6 Mo,0.0014914474836836681
150,3 Mo,1 Yr,0.001996815104640853
150,3 Mo,2 Yr,0.0025983059489401127
150,3 Mo,3 Yr,0.0025988458246959
150,3 Mo,5 Yr,0.002616202509452979
150,3 Mo,7 Yr,0.002512729826368271
150,3 Mo,10 Yr,0.0023373410224236707
150,3 Mo,20 Yr,0.0022369736568353285
150,3 Mo,30 Yr,0.0020624333810595028
150,4 Mo,1 Mo,0.0006123501585490832
150,4 Mo,2 Mo,0.001251377642055479
150,4 Mo,3 Mo,0.0010112139246302508
150,4 Mo,4 Mo,0.0016851418193293902
150,4 Mo,6 Mo,0.0015473098087524428
150,4 Mo,1 Yr,0.002256223460075011
150,4 Mo,2 Yr,0.0028749551112817236
150,4 Mo,3 Yr,0.0029732778829621685
150,4 Mo,5 Yr,0.0028286135953219872
150,4 Mo,7 Yr,0.0026643532865199587
150,4 Mo,10 Yr,0.002354609089903494
150,4 Mo,20 Yr,0.002050159888123973
150,4 Mo,30 Yr,0.0017996279869847997
150,6 Mo,1 Mo,0.00028585638459878427
150,6 Mo,2 Mo,0.001411490921581555
150,6 Mo,3 Mo,0.001491447483683668
150,6 Mo,4 Mo,0.0015473098087524428
150,6 Mo,6 Mo,0.0025650279744809635
150,6 Mo,1 Yr,0.003728837403841271
150,6 Mo,2 Yr,0.004850193324368292
150,6 Mo,3 Yr,0.004896323275758229
150,6 Mo,5 Yr,0.004627356602320382
150,6 Mo,7 Yr,0.004301472608085998
150,6 Mo,10 Yr,0.003752657205226136
150,6 Mo,20 Yr,0.003241551337016324
150,6 Mo,30 Yr,0.002875593013766505
150,1 Yr,1 Mo,-0.00011222744799134338
150,1 Yr,2 Mo,0.0020923442640630383
150,1 Yr,3 Mo,0.001996815104640853
150,1 Yr,4 Mo,0.002256223460075011
150,1 Yr,6 Mo,0.003728837403841271
150,1 Yr,1 Yr,0.007913451302319076
150,1 Yr,2 Yr,0.01103691332326648
150,1 Yr,3 Yr,0.011126277555783418
150,1 Yr,5 Yr,0.010549021109011727
150,1 Yr,7 Yr,0.0097779289742007
150,1 Yr,10 Yr,0.008531536377646698
150,1 Yr,20 Yr,0.00733896253958711
150,1 Yr,30 Yr,0.006581562948598683
150,2 Yr,1 Mo,-0.0003359258953480168
150,2 Yr,2 Mo,0.002775601531132106
150,2 Yr,3 Mo,0.0025983059489401122
150,2 Yr,4 Mo,0.0028749551112817236
150,2 Yr,6 Mo,0.004850193324368291
150,2 Yr,1 Yr,0.011036913323266478
150,2 Yr,2 Yr,0.017280063458176207
150,2 Yr,3 Yr,0.017719843644267336
150,2 Yr,5 Yr,0.01724356611885196
150,2 Yr,7 Yr,0.016124720254944245
150,2 Yr,10 Yr,0.014261811560811667
150,2 Yr,20 Yr,0.012263180170988193
150,2 Yr,30 Yr,0.0111253952324777
150,3 Yr,1 Mo,0.00018395417031251125
150,3 Yr,2 Mo,0.0027413629524108323
150,3 Yr,3 Mo,0.0025988458246959003
150,3 Yr,4 Mo,0.002973277882962169
150,3 Yr,6 Mo,0.004896323275758229
150,3 Yr,1 Yr,0.011126277555783418
150,3 Yr,2 Yr,0.017719843644267336
150,3 Yr,3 Yr,0.019275734649979188
150,3 Yr,5 Yr,0.01941078414192578
150,3 Yr,7 Yr,0.018692526607158883
150,3 Yr,10 Yr,0.017104277900914337
150,3 Yr,20 Yr,0.015257013577297607
150,3 Yr,30 Yr,0.014211374798531923
150,5 Yr,1 Mo,0.0005448052786532809
150,5 Yr,2 Mo,0.0025047811590502163
150,5 Yr,3 Mo,0.002616202509452979
150,5 Yr,4 Mo,0.0028286135953219877
150,5 Yr,6 Mo,0.004627356602320382
150,5 Yr,1 Yr,0.010549021109011727
150,5 Yr,2 Yr,0.01724356611885196
150,5 Yr,3 Yr,0.01941078414192578
150,5 Yr,5 Yr,0.020660039308529943
150,5 Yr,7 Yr,0.02047090009965028
150,5 Yr,10 Yr,0.019397627033861713
150,5 Yr,20 Yr,0.018014449665777733
150,5 Yr,30 Yr,0.01717327858812577
150,7 Yr,1 Mo,0.000946615919556693
150,7 Yr,2 Mo,0.002303853261065729
150,7 Yr,3 Mo,0.0025127298263682716
150,7 Yr,4 Mo,0.0026643532865199587
150,7 Yr,6 Mo,0.004301472608085999
150,7 Yr,1 Yr,0.009777928974200698
150,7 Yr,2 Yr,0.016124720254944245
150,7 Yr,3 Yr,0.018692526607158883
150,7 Yr,5 Yr,0.02047090009965028
150,7 Yr,7 Yr,0.02081736265650233
150,7 Yr,10 Yr,0.02017316628043362
150,7 Yr,20 Yr,0.019224772737041977
150,7 Yr,30 Yr,0.018568967991630558
150,10 Yr,1 Mo,0.0013489814787037663
150,10 Yr,2 Mo,0.00197219806668631
150,10 Yr,3 Mo,0.002337341022423671
150,10 Yr,4 Mo,0.002354609089903494
150,10 Yr,6 Mo,0.0037526572052261364
150,10 Yr,1 Yr,0.008531536377646698
150,10 Yr,2 Yr,0.014261811560811669
150,10 Yr,3 Yr,0.017104277900914337
150,10 Yr,5 Yr,0.019397627033861713
150,10 Yr,7 Yr,0.02017316628043362
150,10 Yr,10 Yr,0.02012076612196654
150,10 Yr,20 Yr,0.019683782631887647
150,10 Yr,30 Yr,0.01928762381220887
150,20 Yr,1 Mo,0.0016220069100403053
150,20 Yr,2 Mo,0.0016496208421625071
150,20 Yr,3 Mo,0.002236973656835329
150,20 Yr,4 Mo,0.0020501598881239734
150,20 Yr,6 Mo,0.0032415513370163246
150,20 Yr,1 Yr,0.00733896253958711
150,20 Yr,2 Yr,0.012263180170988194
150,20 Yr,3 Yr,0.015257013577297609
150,20 Yr,5 Yr,0.018014449665777733
150,20 Yr,7 Yr,0.019224772737041977
150,20 Yr,10 Yr,0.019683782631887647
150,20 Yr,20 Yr,0.019976244502544285
150,20 Yr,30 Yr,0.019775183158007498
150,30 Yr,1 Mo,0.0017243531369184996
150,30 Yr,2 Mo,0.001359848273055738
150,30 Yr,3 Mo,0.0020624333810595028
150,30 Yr,4 Mo,0.0017996279869848
150,30 Yr,6 Mo,0.0028755930137665054
150,30 Yr,1 Yr,0.006581562948598683
150,30 Yr,2 Yr,0.0111253952324777
150,30 Yr,3 Yr,0.014211374798531922
150,30 Yr,5 Yr,0.01717327858812577
150,30 Yr,7 Yr,0.018568967991630558
150,30 Yr,10 Yr,0.01928762381220887
150,30 Yr,20 Yr,0.019775183158007494
150,30 Yr,30 Yr,0.01984242562672148
151,1 Mo,1 Mo,0.0024707793506390115
151,1 Mo,2 Mo,0.0003486137536991036
151,1 Mo,3 Mo,-3.329234719923821e-05
151,1 Mo,4 Mo,0.00013946753993241873
151,1 Mo,6 Mo,-0.00012755147729600952
151,1 Mo,1 Yr,-0.0008828694533931716
151,1 Mo,2 Yr,-0.0012287106257262684
151,1 Mo,3 Yr,-0.0006767713086326811
151,1 Mo,5 Yr,-0.00013508050573924986
151,1 Mo,7 Yr,0.0003744885631809668
151,1 Mo,10 Yr,0.0008810742205682122
151,1 Mo,20 Yr,0.0012665406850070988
151,1 Mo,30 Yr,0.0015027826904555853
151,2 Mo,1 Mo,0.00034861375369910373
151,2 Mo,2 Mo,0.0016239380651010182
151,2 Mo,3 Mo,0.0010187029290393773
151,2 Mo,4 Mo,0.001014892270933536
151,2 Mo,6 Mo,0.001205156306215459
151,2 Mo,1 Yr,0.0017085180632247874
151,2 Mo,2 Yr,0.002331677906051869
151,2 Mo,3 Yr,0.002313930556578178
151,2 Mo,5 Yr,0.002167403165901539
151,2 Mo,7 Yr,0.0020206033564631816
151,2 Mo,10 Yr,0.001740719680236152
151,2 Mo,20 Yr,0.0014738208124959672
151,2 Mo,30 Yr,0.0012516173428115764
151,3 Mo,1 Mo,-3.329234719923817e-05
151,3 Mo,2 Mo,0.0010187029290393773
151,3 Mo,3 Mo,0.0015086720989905638
151,3 Mo,4 Mo,0.0009582322570125954
151,3 Mo,6 Mo,0.0014454816492561811
151,3 Mo,1 Yr,0.0019118257966518682
151,3 Mo,2 Yr,0.002500482928475091
151,3 Mo,3 Yr,0.0025050108750772127
151,3 Mo,5 Yr,0.0025422985691287065
151,3 Mo,7 Yr,0.0024511054253670886
151,3 Mo,10 Yr,0.002287092602799117
151,3 Mo,20 Yr,0.002198845731307719
151,3 Mo,30 Yr,0.0020398329429532572
151,4 Mo,1 Mo,0.0001394675399324188
151,4 Mo,2 Mo,0.001014892270933536
151,4 Mo,3 Mo,0.0009582322570125954
151,4 Mo,4 Mo,0.0015291253900827988
151,4 Mo,6 Mo,0.00141062026621785
151,4 Mo,1 Yr,0.002000833648888919
151,4 Mo,2 Yr,0.0025785535163951865
151,4 Mo,3 Yr,0.0026871212963974554
151,4 Mo,5 Yr,0.002602397688450185
151,4 Mo,7 Yr,0.0024735167317148287
151,4 Mo,10 Yr,0.002198409727203861
151,4 Mo,20 Yr,0.0019314580667982991
151,4 Mo,30 Yr,0.0017246609934894143
151,6 Mo,1 Mo,-0.00012755147729600955
151,6 Mo,2 Mo,0.001205156306215459
151,6 Mo,3 Mo,0.0014454816492561811
151,6 Mo,4 Mo,0.00141062026621785
151,6 Mo,6 Mo,0.0024458216300881183
151,6 Mo,1 Yr,0.003507199097914902
151,6 Mo,2 Yr,0.004593953588683914
151,6 Mo,3 Yr,0.004649678438736737
151,6 Mo,5 Yr,0.004432711158942383
151,6 Mo,7 Yr,0.004138146184044744
151,6 Mo,10 Yr,0.0036192071762995645
151,6 Mo,20 Yr,0.0031402078399729127
151,6 Mo,30 Yr,0.002813388228341743
151,1 Yr,1 Mo,-0.0008828694533931718
151,1 Yr,2 Mo,0.0017085180632247874
151,1 Yr,3 Mo,0.0019118257966518684
151,1 Yr,4 Mo,0.002000833648888919
151,1 Yr,6 Mo,0.003507199097914902
151,1 Yr,1 Yr,0.007503515485935396
151,1 Yr,2 Yr,0.010564952215809708
151,1 Yr,3 Yr,0.010673464731152446
151,1 Yr,5 Yr,0.010192345593419631
151,1 Yr,7 Yr,0.009480405686873509
151,1 Yr,10 Yr,0.008288906617934168
151,1 Yr,20 Yr,0.007154848801395309
151,1 Yr,30 Yr,0.006472196697685428
151,2 Yr,1 Mo,-0.0012287106257262686
151,2 Yr,2 Mo,0.0023316779060518693
151,2 Yr,3 Mo,0.002500482928475091
151,2 Yr,4 Mo,0.0025785535163951865
151,2 Yr,6 Mo,0.004593953588683914
151,2 Yr,1 Yr,0.010564952215809708
151,2 Yr,2 Yr,0.016738509423415017
151,2 Yr,3 Yr,0.017201626500225206
151,2 Yr,5 Yr,0.01683599615313437
151,2 Yr,7 Yr,0.015786381452466018
151,2 Yr,10 Yr,0.013986335712919904
151,2 Yr,20 Yr,0.012054275148218009
151,2 Yr,30 Yr,0.011004719243697732
151,3 Yr,1 Mo,-0.0006767713086326812
151,3 Yr,2 Mo,0.002313930556578178
151,3 Yr,3 Mo,0.0025050108750772127
151,3 Yr,4 Mo,0.002687121296397455
151,3 Yr,6 Mo,0.004649678438736737
151,3 Yr,1 Yr,0.010673464731152446
151,3 Yr,2 Yr,0.017201626500225203
151,3 Yr,3 Yr,0.018780877734514367
151,3 Yr,5 Yr,0.01902205807961011
151,3 Yr,7 Yr,0.01837107098254891
151,3 Yr,10 Yr,0.016842882175387437
151,3 Yr,20 Yr,0.01505888756225403
151,3 Yr,30 Yr,0.014099529854715477
151,5 Yr,1 Mo,-0.00013508050573924986
151,5 Yr,2 Mo,0.0021674031659015395
151,5 Yr,3 Mo,0.0025422985691287065
151,5 Yr,4 Mo,0.002602397688450185
151,5 Yr,6 Mo,0.004432711158942383
151,5 Yr,1 Yr,0.010192345593419631
151,5 Yr,2 Yr,0.01683599615313437
151,5 Yr,3 Yr,0.01902205807961011
151,5 Yr,5 Yr,0.020354898894500525
151,5 Yr,7 Yr,0.020219135389097663
151,5 Yr,10 Yr,0.01919305539837067
151,5 Yr,20 Yr,0.01785944058890675
151,5 Yr,30 Yr,0.017086977716280496
151,7 Yr,1 Mo,0.0003744885631809668
151,7 Yr,2 Mo,0.0020206033564631816
151,7 Yr,3 Mo,0.002451105425367089
151,7 Yr,4 Mo,0.0024735167317148287
151,7 Yr,6 Mo,0.004138146184044745
151,7 Yr,1 Yr,0.009480405686873509
151,7 Yr,2 Yr,0.015786381452466018
151,7 Yr,3 Yr,0.018371070982548914
151,7 Yr,5 Yr,0.020219135389097663
151,7 Yr,7 Yr,0.020611139566392864
151,7 Yr,10 Yr,0.02000600643923585
151,7 Yr,20 Yr,0.01909823543685648
151,7 Yr,30 Yr,0.01850170244761542
151,10 Yr,1 Mo,0.0008810742205682123
151,10 Yr,2 Mo,0.001740719680236152
151,10 Yr,3 Mo,0.002287092602799117
151,10 Yr,4 Mo,0.0021984097272038606
151,10 Yr,6 Mo,0.0036192071762995645
151,10 Yr,1 Yr,0.008288906617934168
151,10 Yr,2 Yr,0.013986335712919904
151,10 Yr,3 Yr,0.01684288217538744
151,10 Yr,5 Yr,0.01919305539837067
151,10 Yr,7 Yr,0.02000600643923585
151,10 Yr,10 Yr,0.01998538108407012
151,10 Yr,20 Yr,0.01958133223160836
151,10 Yr,30 Yr,0.01923403402807288
151,20 Yr,1 Mo,0.0012665406850070988
151,20 Yr,2 Mo,0.0014738208124959675
151,20 Yr,3 Mo,0.0021988457313077193
151,20 Yr,4 Mo,0.0019314580667982991
151,20 Yr,6 Mo,0.003140207839972913
151,20 Yr,1 Yr,0.007154848801395309
151,20 Yr,2 Yr,0.012054275148218009
151,20 Yr,3 Yr,0.015058887562254031
151,20 Yr,5 Yr,0.017859440588906754
151,20 Yr,7 Yr,0.01909823543685648
151,20 Yr,10 Yr,0.01958133223160836
151,20 Yr,20 Yr,0.019898727200859445
151,20 Yr,30 Yr,0.019734901735856902
151,30 Yr,1 Mo,0.0015027826904555855
151,30 Yr,2 Mo,0.0012516173428115764
