date,trace_R,effective_rank,lambda1_fraction
1990-12-17,0.0023814678184583,3.415795157873743,0.439551460116495
1990-12-18,0.0023769353832653996,3.419130092481287,0.43914360436727184
1990-12-19,0.0023755327924378,3.41380347344362,0.4395152312762615
1990-12-20,0.0023716754094151,3.4113481358185567,0.44050115894922565
1990-12-21,0.0023730604485436005,3.413275249440582,0.4403000539148737
1990-12-24,0.0023736221117402995,3.4280656602436954,0.43854733901996157
1990-12-26,0.0023731015110376,3.4284747869169774,0.43840050594768654
1990-12-27,0.002376042854153,3.4203272974140293,0.4393025468217386
1990-12-28,0.0023770120948084996,3.415309310260764,0.4397027760105053
1990-12-31,0.0023757352723379004,3.413227856580172,0.4399130931899035
1991-01-02,0.0023694120209781003,3.416658915342838,0.44057320938903954
1991-01-03,0.002364241368451399,3.418102349726308,0.4416244826957401
1991-01-04,0.0023664777216687,3.422379905837032,0.4413975981653204
1991-01-07,0.002369410886912201,3.4180539299871278,0.441992841582659
1991-01-08,0.0023631593231748004,3.426803123584918,0.44069825178852967
1991-01-09,0.0023655595855752,3.429669204834645,0.4402624128594062
1991-01-10,0.0023722590115651003,3.4311578154411935,0.43905452339569495
1991-01-11,0.002374745871090101,3.428318197887087,0.4386960531141947
1991-01-14,0.0023805246043979,3.4256698341949754,0.439475997380655
1991-01-15,0.0023823484919351,3.4269315198313697,0.43978871112514706
1991-01-16,0.0023826289784643,3.428170864017409,0.43978783357312673
1991-01-17,0.0023899243726396998,3.4138879436854332,0.4419291467079536
1991-01-18,0.0023821556150212,3.425502347059619,0.44049435218120797
1991-01-22,0.0023758612820024,3.4393797564215074,0.43816071498806175
1991-01-23,0.002377722387581,3.436766656774684,0.4381771671071674
1991-01-24,0.0023641507886571,3.4286374850223402,0.44069359772186784
1991-01-25,0.002371026722265201,3.4300932068676935,0.44101861845975954
1991-01-28,0.0023706586371143004,3.435335583577792,0.4397258003588505
1991-01-29,0.0023712971603408006,3.43458747702845,0.43986431941392656
1991-01-30,0.002377927849706401,3.4181047677303873,0.44146683255457403
1991-01-31,0.0023791375342406,3.4157162864258805,0.44197053330997677
1991-02-01,0.0023776521761788992,3.407672512621752,0.4429242464410829
1991-02-04,0.0023668693220435006,3.3701762191543994,0.4460831262117166
1991-02-05,0.002369640437814399,3.3746010746284156,0.44523112301910656
1991-02-06,0.0023681938465264,3.36572547768793,0.44594319887176415
1991-02-07,0.0023176858762263,3.3899445377209294,0.43921248187785406
1991-02-08,0.0023171681697335004,3.378817255621681,0.4396245069877979
1991-02-11,0.0023153276122013,3.378745448491774,0.4391961910154821
1991-02-12,0.0023121714062086,3.3693470725904544,0.4398679272018235
1991-02-13,0.0023100343193454003,3.380344356663573,0.4384346279576589
1991-02-14,0.0022864710332587005,3.4095730408894886,0.4349924432242655
1991-02-15,0.0022866678240266,3.403125421817834,0.436406221112648
1991-02-19,0.0022853869781639994,3.402955402028998,0.43631758671038523
1991-02-20,0.0022929354621352006,3.4020595184537274,0.43609072942704563
1991-02-21,0.0022948963258039995,3.4022012163584705,0.4357688372925435
1991-02-22,0.0022962612795428996,3.4103033083072014,0.43435568361779053
1991-02-25,0.0023018794873397004,3.413029750731609,0.4334024816738362
1991-02-26,0.0022925695757643996,3.409162531522685,0.4335534030201006
1991-02-27,0.002290773838994201,3.418269229992554,0.4325600641195922
1991-02-28,0.0022893944559556003,3.4145733666235225,0.4328737287743438
1991-03-01,0.0022852414023858004,3.4115202190448706,0.433154525294117
1991-03-04,0.002288248620053999,3.4115408771578255,0.4327226439079281
1991-03-05,0.0022826894860145993,3.39816877779372,0.4338169106535498
1991-03-06,0.0022928154307170997,3.396726146217039,0.4336006835992336
1991-03-07,0.0022662808967498006,3.4276867675801537,0.42957740032461295
1991-03-08,0.0022784576071328984,3.4213083331822927,0.4293915088367013
1991-03-11,0.0022896668973735003,3.413653029402295,0.4313344198841046
1991-03-12,0.0022923618435553997,3.418515451381716,0.4308613720461686
1991-03-13,0.0022988607901903006,3.426163929718128,0.429994559144919
1991-03-14,0.0022993294420313006,3.425548282314966,0.43004887008345566
1991-03-15,0.0023027870337672006,3.4357265624899083,0.4290694049345511
1991-03-18,0.0023047698149103,3.439767290177876,0.42877329958931787
1991-03-19,0.0023006833576567,3.447363089107631,0.427825561434555
1991-03-20,0.0023071101275400994,3.455909418555033,0.42742809926650205
1991-03-21,0.0023119568006466007,3.4646116576811736,0.4262972625137636
1991-03-22,0.0024011185563921006,3.339844552550479,0.44841005343804624
1991-03-25,0.002406723783531001,3.3496224975007984,0.4466166463662337
1991-03-26,0.0024118923442116,3.352544194686682,0.4462710391615416
1991-03-27,0.0024168596015437,3.355247509142669,0.44564168181572417
1991-03-28,0.002423513741381001,3.3658182797401537,0.4443019783443706
1991-04-01,0.0024280718165168996,3.378077788959793,0.4427178873613314
1991-04-02,0.0024309292626226993,3.3761914251226024,0.442394243530378
1991-04-03,0.0024337418875243003,3.3840588009888655,0.44127948666085953
1991-04-04,0.002437870801701999,3.4008567564777765,0.438295203703491
1991-04-05,0.0024386734037629,3.3984975447665104,0.4387623485358333
1991-04-08,0.0024478154313028007,3.3942750623293634,0.4399941275459443
1991-04-09,0.002450233624742799,3.3988348171881024,0.4393943890730532
1991-04-10,0.0024585083355504003,3.4094376877764336,0.43925611450867325
1991-04-11,0.002456011054112799,3.436613966285876,0.4364720739199199
1991-04-12,0.0024636158249301994,3.4603450503640723,0.43405412886419986
1991-04-15,0.0024867530577201,3.49607800262004,0.42950703206798535
1991-04-16,0.0024922505119224,3.5014796999716413,0.42930847792825144
1991-04-17,0.0024646208753708004,3.5538641259618164,0.4192540606216256
1991-04-18,0.002455159756059401,3.57396031388408,0.41616446332016704
1991-04-19,0.0024592120018546997,3.570807295975509,0.41646718839506264
1991-04-22,0.002463928837741301,3.5749245779765593,0.4156792222668891
1991-04-23,0.0024748934144003002,3.5912639912275406,0.4140874519722193
1991-04-24,0.0024859597409640005,3.5896398472936184,0.41507905991071353
1991-04-25,0.0024867813188504014,3.590638805253875,0.41503120305311775
1991-04-26,0.0024928246166541997,3.6004572765106455,0.4133131368316552
1991-04-29,0.0024940094796970006,3.606057597334294,0.41217097738099945
1991-04-30,0.0024957402637387008,3.6015057072120635,0.4118692117412215
1991-05-01,0.0024992127410595998,3.608258750047177,0.41126159598841916
1991-05-02,0.0024982581508799996,3.6233647448401203,0.4085272055760663
1991-05-03,0.002493037143926,3.6268963430883097,0.4080867639121456
1991-05-06,0.0024980914428204006,3.6273650752256033,0.4070875874791014
1991-05-07,0.0024933134888851997,3.6406667689481154,0.4051533857543153
1991-05-08,0.0024991999752894,3.638321537804428,0.40767402124210367
1991-05-09,0.0024709009887592,3.6670277670565308,0.4050455198311872
1991-05-10,0.002399653982827,3.670377993761898,0.41727199058352404
1991-05-13,0.0023820610015635995,3.694344962858103,0.4148040036662734
1991-05-14,0.0023995927157080005,3.6899898162482048,0.41548246685845763
1991-05-15,0.0023953654652562988,3.693444529372743,0.417288923649532
1991-05-16,0.0023980283617633996,3.6997868824272913,0.41638887158409504
1991-05-17,0.002396393313648601,3.691757862295705,0.416967507579416
1991-05-20,0.0023976695343891005,3.6887421011846384,0.41737640782317725
1991-05-21,0.002417179144409201,3.6870317913020076,0.41903403804819717
1991-05-22,0.0024036917960840996,3.710551311405028,0.41625107061332456
1991-05-23,0.0024030829215175996,3.7104305005624796,0.41637905670082603
1991-05-24,0.002413089252031601,3.70852866900389,0.4149999772143863
1991-05-28,0.002410741728154699,3.7122726634766723,0.4143464819939947
1991-05-29,0.002412062106961801,3.716249583573439,0.41333156753382616
1991-05-30,0.002423004762145501,3.667060108865766,0.42177212631028166
1991-05-31,0.0024151962424028,3.662715517211341,0.4233570267454054
1991-06-03,0.002399068790970902,3.6607759315090123,0.4254865102937624
1991-06-04,0.0024096193979954,3.6535529983971613,0.4266284873174897
1991-06-05,0.0023985544635248997,3.6534963404895215,0.42734933146866394
1991-06-06,0.002401329931076,3.6542316412606115,0.4270255846669724
1991-06-07,0.0023952884955728,3.6633876965915695,0.4259777516854956
1991-06-10,0.0023974754761224,3.662352310915173,0.4256703232615965
1991-06-11,0.0024160537195853007,3.6648901561133242,0.42432702191132754
1991-06-12,0.002433641580035201,3.659545489653655,0.4251266318894316
1991-06-13,0.0024343148310529,3.6598621903442887,0.4251900845840288
1991-06-14,0.0024375465138747996,3.6658396874391244,0.42395159302596147
1991-06-17,0.0024370981966664,3.665874472542603,0.42398433708321165
1991-06-18,0.0024369275183109013,3.670453428140494,0.42322333157189806
1991-06-19,0.0024402051576623003,3.6777827847146045,0.42225340424455854
1991-06-20,0.0024366982400468996,3.6743869766899997,0.4229095320359993
1991-06-21,0.0024437545696955,3.664417737232848,0.423703010271141
1991-06-24,0.002445462315769299,3.658537796226548,0.4245071413542046
1991-06-25,0.0024473067129600996,3.664264393052291,0.42345657532017733
1991-06-26,0.002446268709539,3.664207923713741,0.42338073427846296
1991-06-27,0.0024493436870486004,3.6780341708660313,0.42298769953798243
1991-06-28,0.0024466440912275,3.68333951064624,0.42236352189166204
1991-07-01,0.0024500782575553005,3.667269900856096,0.42382089893128144
1991-07-02,0.0024495579614946003,3.6656697429079848,0.42396529725404486
1991-07-03,0.0024569490679005,3.6727066268472277,0.4236995040297669
1991-07-05,0.0024458166385293,3.660887074245501,0.42486203377323845
1991-07-08,0.0024383512873704014,3.6554011521668617,0.4265611624900236
1991-07-09,0.0024383985330862987,3.652696921015012,0.42685091814906495
1991-07-10,0.0024997453630062993,3.534752010035768,0.44354982811979843
1991-07-11,0.0025019549979874993,3.5373779998204133,0.4430081021676507
1991-07-12,0.0024975631480809997,3.539658997863971,0.44256580794997313
1991-07-15,0.0024700169223958006,3.549502300678313,0.44212666684160656
1991-07-16,0.0024697017579704997,3.546112814797349,0.4429074527382468
1991-07-17,0.0024731159087737994,3.5351574105786203,0.4450888223206715
1991-07-18,0.002487859045054801,3.5138351396702237,0.4476479953917457
1991-07-19,0.002484229686494899,3.5116032204840124,0.4484419542425788
1991-07-22,0.0024828764294003,3.5091468018007625,0.448679215230916
1991-07-23,0.0024823680223792,3.5124946994121213,0.44858948640005347
1991-07-24,0.0024809619288078005,3.50018597626347,0.45067541262083355
1991-07-25,0.002478666505264501,3.4888649302178014,0.4531116861246604
1991-07-26,0.0024790816350532007,3.4891739903361807,0.4530519523197987
1991-07-29,0.0024795760182081995,3.490952887042499,0.452867960768934
1991-07-30,0.0024844201917775003,3.4922806848650207,0.452917403354636
1991-07-31,0.002492225818726801,3.4749825029299797,0.4552506702394907
1991-08-01,0.0024912589809672,3.4754640919677082,0.4553067777725722
1991-08-02,0.0024896364778915,3.4753151835158422,0.45567588432863493
1991-08-05,0.0024918363275892997,3.470705159724084,0.4559103612563492
1991-08-06,0.002496292294581,3.4754458096042997,0.4554834142285813
1991-08-07,0.002493134820838399,3.495334961860766,0.45229063563560495
1991-08-08,0.002495612655609799,3.497135699302626,0.4521085832205744
1991-08-09,0.0024934139056261005,3.491640432179438,0.45312318242625055
1991-08-12,0.0024961344819308994,3.4878041359404612,0.4536873338643747
1991-08-13,0.0024951592113664992,3.4873345900681594,0.45398844691581386
1991-08-14,0.002496061850161699,3.4875723080067083,0.4538170955178637
1991-08-15,0.0024910034933248006,3.4833393602294342,0.4543055245598863
1991-08-16,0.0024868389948174002,3.456082938590284,0.4590552778587105
1991-08-19,0.0024928560943559995,3.4441581927295943,0.460820347779201
1991-08-20,0.002534559045667401,3.388445472951828,0.46829234305652945
1991-08-21,0.0025332039284222986,3.382386651726401,0.4691473517385749
1991-08-22,0.002543686018424401,3.37261458932323,0.47030795869863906
1991-08-23,0.002547186660091999,3.36997701954343,0.4709031642231209
1991-08-26,0.002548517674115101,3.3771824797858234,0.46994112145718275
1991-08-27,0.0025515024096623997,3.3846309084865256,0.46888739285347647
1991-08-28,0.0025574561390014,3.374859444897005,0.4701743842996577
1991-08-29,0.0025589059787392,3.3724886434996426,0.47011628268660455
1991-08-30,0.0025566799391872,3.3727400317233283,0.46998783676889416
1991-09-03,0.0025562318458628003,3.372444998273948,0.47004662255440904
1991-09-04,0.002558073097706901,3.3658307459844883,0.4709398512047495
1991-09-05,0.0025573007175198003,3.3658760002936794,0.47122556151717593
1991-09-06,0.0025462146933950994,3.3567191809481387,0.4715141762403621
1991-09-09,0.002541405664727,3.3466489766271965,0.47246544387386696
1991-09-10,0.0025406616172832003,3.34331554573691,0.4728096277033873
1991-09-11,0.0025185669903795994,3.361777611361885,0.4703102972553701
1991-09-12,0.0025140777005662994,3.357899614473441,0.4706635548479374
1991-09-13,0.0025143016730613996,3.3579560511434727,0.4707181652884549
1991-09-16,0.0025100484666844,3.355049240644204,0.470961391563799
1991-09-17,0.0025036848315359,3.3587248759619523,0.47043578429281
1991-09-18,0.0025024567688758004,3.344130770463865,0.4723469070118484
1991-09-19,0.0024993856248555005,3.341781783833088,0.4724144507496125
1991-09-20,0.002499475672959999,3.3228443997747354,0.47441751034810903
1991-09-23,0.0024886976583955,3.3230409938217416,0.47476368889246345
1991-09-24,0.0024821697311646993,3.3103942843521263,0.4771012119879279
1991-09-25,0.0024786604942344,3.31417449877099,0.4768205533137442
1991-09-26,0.002469515871763201,3.2945253879035836,0.48024518699364016
1991-09-27,0.0024635751549578993,3.2964728378614585,0.47960625097092147
1991-09-30,0.002461733522615501,3.2932480360785297,0.47988406863370353
1991-10-01,0.002564218417022601,3.155280330320786,0.4996054478562942
1991-10-02,0.0025558335891916997,3.1422876750347424,0.5007144423520463
1991-10-03,0.0025469445563740998,3.1287699741364605,0.5029556379827499
1991-10-04,0.0025464943585945,3.1279329450396074,0.5030906684635028
1991-10-07,0.002536110007777999,3.143457410114158,0.5008628994179998
1991-10-08,0.0025275205032542,3.1326708672065857,0.5028926098187325
1991-10-09,0.0025151830175327997,3.1454307090546254,0.5016428740592762
1991-10-10,0.002468436655866599,3.1254823719958744,0.5069554171438275
1991-10-11,0.0024714896258832015,3.105030043854665,0.5098715899471212
1991-10-15,0.0024654527510008,3.097084646824518,0.5110843412010491
1991-10-16,0.0024497312908471004,3.075744901718656,0.5143758506294204
1991-10-17,0.0024492558424473996,3.0729214475971136,0.514736362942935
1991-10-18,0.0024506610111834993,3.074165862012987,0.5146182246946616
1991-10-21,0.0024059497252136002,3.0259571666473213,0.5232671978566056
1991-10-22,0.0024255184312793002,3.0517471364677573,0.5192898220140051
1991-10-23,0.002427651972647999,3.0522226936430896,0.5193324175035234
1991-10-24,0.002425452247479901,3.0409775825424052,0.5205597678447368
1991-10-25,0.0024284475973726993,3.0515821355435055,0.5189294374138396
1991-10-28,0.0024279323505721003,3.0593108037678625,0.5178625004690746
1991-10-29,0.0024393338114877994,3.066690739237004,0.5163759932982582
1991-10-30,0.0024543800126391006,3.074566928959868,0.5151749613635077
1991-10-31,0.0024541550599003004,3.0781521381924897,0.5147148760656545
1991-11-01,0.0024576928424986997,3.0779792783190514,0.5145771176661481
1991-11-04,0.0024010656388499998,3.163432533504382,0.5031285652055981
1991-11-05,0.0023986807009139994,3.16319091285835,0.5031617916997475
1991-11-06,0.0024089792987581,3.1474522510628993,0.505115489318981
1991-11-07,0.0024025550457598003,3.125089528290097,0.5079394420981925
1991-11-08,0.0024015047516712995,3.1230939681645724,0.5080959243817884
1991-11-12,0.0024029598697926993,3.120159648552997,0.50848157481536
1991-11-13,0.002404909630961,3.122734053233835,0.5079078457390185
1991-11-14,0.0024053755682566995,3.1172618955177644,0.5085744909676849
1991-11-15,0.0024070332213626997,3.120247835509436,0.5081198287454544
1991-11-18,0.0024155290238815994,3.1147618386672553,0.508753343440752
1991-11-19,0.0024127220040605006,3.1207999248868856,0.5079631547209812
1991-11-20,0.0024096436710218,3.1306365269711147,0.5066419150035635
1991-11-21,0.0024170489545693005,3.1267150344357137,0.5070466947212575
1991-11-22,0.0024415826061054994,3.110259869695489,0.5088901138866785
1991-11-25,0.0024410299436363006,3.1176945963693328,0.5077192404244583
1991-11-26,0.0024429252706825015,3.1139819460417115,0.5082217843865019
1991-11-27,0.0024409191669234995,3.1097577602558717,0.5086441456560439
1991-11-29,0.0024446716077869,3.1089554899881313,0.5087506807626619
1991-12-02,0.0024440906736557,3.108968899443117,0.508773928636244
1991-12-03,0.0024346853633618,3.1276393983593,0.5061441436987951
1991-12-04,0.0024343383376820007,3.1253559181177906,0.5063602957423015
1991-12-05,0.0024322215470932995,3.1235616772868053,0.5065452502817867
1991-12-06,0.0024907925007857,3.0559864427363643,0.5158126234040733
1991-12-09,0.002498485131418399,3.0575997766245604,0.5154591667276495
1991-12-10,0.0024803223625764997,3.050201682500971,0.5173685746835148
1991-12-11,0.0024750381288346,3.048245370614554,0.5175622471488759
1991-12-12,0.0024767087524140995,3.0472246672103642,0.5176211497880199
1991-12-13,0.0024759652820866016,3.048698968250006,0.517507754989232
1991-12-16,0.0024771116202418997,3.0448972101064444,0.5178699205385432
1991-12-17,0.0024754332055654006,3.049478817347571,0.5173447944888063
1991-12-18,0.002475615658682101,3.062706653209529,0.5155515519490598
1991-12-19,0.0024609851635764997,3.0907525189011533,0.5118650820044492
1991-12-20,0.0024644420215246005,3.089354825048981,0.5121120067846722
1991-12-23,0.0024667310908807003,3.089435198491694,0.5120323590184953
1991-12-24,0.0024671373276474004,3.0898353196330923,0.5119100447760785
1991-12-26,0.0024675934810143006,3.080272866021251,0.5130793236445146
1991-12-27,0.0024844024670317997,3.0464282807478593,0.5176381923446634
1991-12-30,0.0024880153301798996,3.0631198248222384,0.5156682795010369
1991-12-31,0.0024853266154751994,3.0661518172878433,0.5152004604504824
1992-01-02,0.0024863024683825004,3.06905428010349,0.5149371876535705
1992-01-03,0.0025023666600963,3.063692099422775,0.5157702420855969
1992-01-06,0.0025032083780861004,3.063405160306924,0.5158646828543635
1992-01-07,0.0025043417728373004,3.0689287700146965,0.5150331590651679
1992-01-08,0.002507272835952101,3.063820151514554,0.5156411478357308
1992-01-09,0.002531162731587099,3.0555750049550245,0.5165301551763798
1992-01-10,0.0025283244733785002,3.0461104045606024,0.5179555718527938
1992-01-13,0.0025401933226081,3.031635423554208,0.5200913981006959
1992-01-14,0.0025379163156574996,3.0324798367774224,0.5199480536418197
1992-01-15,0.0025303366598947,3.0309050277022105,0.5199573970064046
1992-01-16,0.002520825820407301,3.0258690429213773,0.5208551371992955
1992-01-17,0.0025241914483348006,3.03192539472577,0.5199065051923173
1992-01-21,0.0025364158645555003,3.016684197984245,0.521796095744954
1992-01-22,0.002553342951818699,3.0020093236866963,0.5232862107009505
1992-01-23,0.0025494428718141997,2.9853071603827184,0.5252111740575001
1992-01-24,0.0025477508639405004,2.982923024380479,0.5257873685071712
1992-01-27,0.0025564621031346,2.9682648017431377,0.5275959089206769
1992-01-28,0.0025526047673838986,2.9733003190425853,0.5268018218844094
1992-01-29,0.0025540434996548,2.970434108834637,0.5270413395342869
1992-01-30,0.0025521326308440002,2.9684001867597134,0.5273123103599278
1992-01-31,0.0025552682788583,2.9712439620584963,0.5266730876329624
1992-02-03,0.0025438753923209,2.981470678071311,0.525272585709331
1992-02-04,0.002549472047659699,2.9741217348253537,0.5262256267291727
1992-02-05,0.002548210861943399,2.9733804395320087,0.5262886717930672
1992-02-06,0.0025443218348346996,2.9734455744977173,0.5265170042427917
1992-02-07,0.0025456909715995996,2.9727533066342753,0.526612798678617
1992-02-10,0.0025503461831626996,2.9683743422459457,0.5271312969001616
1992-02-11,0.0025556906496892002,2.960499254752622,0.528268178986866
1992-02-12,0.0025599267864174005,2.961535582886549,0.5279686132955826
1992-02-13,0.0025675758561250995,2.967640415513157,0.5269780137538235
1992-02-14,0.0025791630021375,2.9590142506176544,0.5282493192540151
1992-02-18,0.0025958407783133997,2.9319776418213506,0.532300226891189
1992-02-19,0.0026000513196162995,2.938224763314614,0.5313352477856955
1992-02-20,0.0026034635387744993,2.9290394465276646,0.5320647866391712
1992-02-21,0.0025992270343007003,2.9215720311275297,0.5329731090714892
1992-02-24,0.0026013388404665006,2.9124808378205067,0.5342575680412235
1992-02-25,0.0026009571601876003,2.910366652120548,0.5347972282076425
1992-02-26,0.0026005475111503993,2.903337425442937,0.5357324778159944
1992-02-27,0.0025988473812658007,2.8930113401983637,0.5373042693092474
1992-02-28,0.002600911086074898,2.882785712056374,0.5385526696360842
1992-03-02,0.0025985849612141,2.878142903309355,0.5392029858606932
1992-03-03,0.0025922046881626,2.8673702217416213,0.5406158228878627
1992-03-04,0.0025889881438036,2.8618180503246435,0.5412559591917243
1992-03-05,0.002583105514367999,2.86353727714006,0.5409168621473163
1992-03-06,0.0025766850480056004,2.870676358218942,0.5397599745006342
1992-03-09,0.0025814521195893997,2.86953915562376,0.5399502747755462
1992-03-10,0.0025824793197252996,2.869745607767719,0.5398936698235625
1992-03-11,0.0025804889633303995,2.8691691353184257,0.5401402883520875
